client_version_id,client_id,gender,age_bucket,marital_status,education_level,county,onboarding_channel,onboarding_method,customer_segment,registration_date,valid_from_date,valid_to_date
CV01808-01,CL01808,M,65+,Married,High School,Bucuresti,Branch,Assisted,Standard,2018-11-28,2024-01-01,2024-06-30
CV01808-02,CL01808,M,65+,Married,High School,Bucuresti,Branch,Assisted,Premium,2018-11-28,2024-07-01,9999-12-31
CV01809-01,CL01809,M,65+,Married,Master,Bucuresti,Branch,Assisted,Standard,2021-10-11,2024-01-01,9999-12-31
CV01810-01,CL01810,M,18-24,Single,Master,Bucuresti,Digital,Self-service,Standard,2021-08-26,2024-01-01,9999-12-31
CV01811-01,CL01811,F,50-64,Divorced,High School,Iasi,Digital,Self-service,Standard,2021-07-10,2024-01-01,9999-12-31
CV01812-01,CL01812,M,35-49,Married,Bachelor,Dolj,Digital,Self-service,Premium,2019-01-13,2024-01-01,2024-06-30
CV01812-02,CL01812,M,35-49,Married,Bachelor,Dolj,Digital,Self-service,Standard,2019-01-13,2024-07-01,9999-12-31
CV01813-01,CL01813,M,50-64,Divorced,Post-secondary,Sibiu,Digital,Self-service,Standard,2020-01-01,2024-01-01,9999-12-31
CV01814-01,CL01814,F,35-49,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2019-06-19,2024-01-01,9999-12-31
CV01815-01,CL01815,F,35-49,Married,High School,Sibiu,Digital,Self-service,Premium,2019-03-20,2024-01-01,9999-12-31
CV01816-01,CL01816,F,50-64,Single,Bachelor,Brasov,Branch,Assisted,Premium,2023-01-31,2024-01-01,2024-06-30
CV01816-02,CL01816,F,50-64,Single,Bachelor,Brasov,Digital,Self-service,Premium,2023-01-31,2024-07-01,9999-12-31
CV01817-01,CL01817,F,18-24,Single,High School,Dolj,Digital,Self-service,Standard,2019-12-07,2024-01-01,9999-12-31
CV01818-01,CL01818,F,65+,Married,Post-secondary,Sibiu,Branch,Assisted,Standard,2023-03-07,2024-01-01,9999-12-31
CV01819-01,CL01819,F,35-49,Single,Master,Timis,Branch,Assisted,Premium,2021-11-05,2024-01-01,9999-12-31
CV01820-01,CL01820,M,25-34,Single,Bachelor,Brasov,Digital,Self-service,Standard,2018-03-06,2024-01-01,9999-12-31
CV01821-01,CL01821,F,65+,Married,High School,Galati,Branch,Assisted,Premium,2019-07-22,2024-01-01,9999-12-31
CV01822-01,CL01822,M,50-64,Single,High School,Sibiu,Digital,Self-service,Standard,2021-05-03,2024-01-01,2024-06-30
CV01822-02,CL01822,M,50-64,Single,High School,Sibiu,Digital,Self-service,Standard,2021-05-03,2024-07-01,9999-12-31
CV01823-01,CL01823,F,35-49,Married,Master,Galati,Digital,Self-service,Premium,2019-11-28,2024-01-01,9999-12-31
CV01824-01,CL01824,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Premium,2018-11-27,2024-01-01,2024-06-30
CV01824-02,CL01824,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2018-11-27,2024-07-01,9999-12-31
CV01825-01,CL01825,F,65+,Divorced,Master,Galati,Branch,Assisted,Standard,2022-01-14,2024-01-01,2024-06-30
CV01825-02,CL01825,F,65+,Divorced,Master,Galati,Digital,Self-service,Standard,2022-01-14,2024-07-01,9999-12-31
CV01826-01,CL01826,M,50-64,Married,High School,Cluj,Digital,Self-service,Standard,2020-10-28,2024-01-01,9999-12-31
CV01827-01,CL01827,M,25-34,Married,Bachelor,Brasov,Digital,Self-service,Standard,2021-12-02,2024-01-01,9999-12-31
CV01828-01,CL01828,M,25-34,Married,Master,Cluj,Digital,Self-service,Standard,2019-11-09,2024-01-01,9999-12-31
CV01829-01,CL01829,F,35-49,Married,High School,Cluj,Digital,Self-service,Standard,2023-04-25,2024-01-01,9999-12-31
CV01830-01,CL01830,M,50-64,Married,Bachelor,Prahova,Digital,Self-service,Standard,2020-01-30,2024-01-01,9999-12-31
CV01831-01,CL01831,F,50-64,Married,Bachelor,Bucuresti,Branch,Assisted,Standard,2019-04-26,2024-01-01,9999-12-31
CV01832-01,CL01832,M,50-64,Divorced,Bachelor,Iasi,Branch,Assisted,Standard,2022-07-03,2024-01-01,9999-12-31
CV01833-01,CL01833,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2019-12-22,2024-01-01,9999-12-31
CV01834-01,CL01834,M,50-64,Single,High School,Cluj,Digital,Self-service,Premium,2019-03-11,2024-01-01,9999-12-31
CV01835-01,CL01835,F,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2021-08-30,2024-01-01,9999-12-31
CV01836-01,CL01836,F,35-49,Married,High School,Dolj,Digital,Self-service,Standard,2018-07-24,2024-01-01,9999-12-31
CV01837-01,CL01837,F,18-24,Single,Bachelor,Timis,Digital,Self-service,Standard,2019-07-14,2024-01-01,9999-12-31
CV01838-01,CL01838,M,25-34,Single,Master,Dolj,Digital,Self-service,Premium,2020-12-23,2024-01-01,9999-12-31
CV01839-01,CL01839,M,35-49,Single,High School,Bucuresti,Digital,Self-service,Standard,2021-08-04,2024-01-01,9999-12-31
CV01840-01,CL01840,M,35-49,Married,High School,Timis,Branch,Assisted,Standard,2021-09-08,2024-01-01,2024-06-30
CV01840-02,CL01840,M,35-49,Married,High School,Timis,Branch,Assisted,Premium,2021-09-08,2024-07-01,9999-12-31
CV01841-01,CL01841,M,35-49,Single,High School,Prahova,Digital,Self-service,Standard,2019-11-13,2024-01-01,9999-12-31
CV01842-01,CL01842,M,50-64,Divorced,High School,Constanta,Digital,Self-service,Premium,2022-12-22,2024-01-01,9999-12-31
CV01843-01,CL01843,F,35-49,Married,Post-secondary,Cluj,Digital,Self-service,Standard,2018-05-25,2024-01-01,9999-12-31
CV01844-01,CL01844,M,50-64,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2021-01-05,2024-01-01,9999-12-31
CV01845-01,CL01845,M,35-49,Married,Master,Galati,Digital,Self-service,Premium,2019-06-28,2024-01-01,9999-12-31
CV01846-01,CL01846,M,18-24,Single,Bachelor,Cluj,Digital,Self-service,Standard,2022-05-31,2024-01-01,9999-12-31
CV01847-01,CL01847,F,65+,Married,Post-secondary,Timis,Branch,Assisted,Standard,2022-04-11,2024-01-01,9999-12-31
CV01848-01,CL01848,F,50-64,Married,High School,Timis,Digital,Self-service,Standard,2020-11-28,2024-01-01,9999-12-31
CV01849-01,CL01849,M,35-49,Divorced,Bachelor,Iasi,Digital,Self-service,Premium,2023-04-01,2024-01-01,2024-06-30
CV01849-02,CL01849,M,35-49,Divorced,Bachelor,Iasi,Digital,Self-service,Standard,2023-04-01,2024-07-01,9999-12-31
CV01850-01,CL01850,F,50-64,Married,High School,Dolj,Branch,Assisted,Standard,2023-05-17,2024-01-01,9999-12-31
CV01851-01,CL01851,M,35-49,Divorced,High School,Bucuresti,Digital,Self-service,Premium,2018-01-21,2024-01-01,9999-12-31
CV01852-01,CL01852,M,65+,Single,Bachelor,Iasi,Branch,Assisted,Standard,2021-04-12,2024-01-01,2024-06-30
CV01852-02,CL01852,M,65+,Single,Bachelor,Iasi,Digital,Self-service,Standard,2021-04-12,2024-07-01,9999-12-31
CV01853-01,CL01853,M,25-34,Single,Bachelor,Sibiu,Branch,Assisted,Standard,2018-10-10,2024-01-01,9999-12-31
CV01854-01,CL01854,M,65+,Single,Master,Bucuresti,Branch,Assisted,Standard,2020-07-05,2024-01-01,9999-12-31
CV01855-01,CL01855,F,50-64,Single,Bachelor,Sibiu,Digital,Self-service,Standard,2020-08-18,2024-01-01,9999-12-31
CV01856-01,CL01856,M,35-49,Married,Bachelor,Timis,Digital,Self-service,Standard,2021-09-18,2024-01-01,9999-12-31
CV01857-01,CL01857,M,50-64,Married,High School,Dolj,Digital,Self-service,Standard,2018-02-14,2024-01-01,9999-12-31
CV01858-01,CL01858,M,50-64,Married,Bachelor,Dolj,Digital,Self-service,Standard,2019-07-26,2024-01-01,2024-06-30
CV01858-02,CL01858,M,50-64,Married,Bachelor,Dolj,Digital,Self-service,Premium,2019-07-26,2024-07-01,9999-12-31
CV01859-01,CL01859,M,35-49,Married,High School,Sibiu,Digital,Self-service,Standard,2021-07-14,2024-01-01,2024-06-30
CV01859-02,CL01859,M,35-49,Married,High School,Sibiu,Digital,Self-service,Standard,2021-07-14,2024-07-01,9999-12-31
CV01860-01,CL01860,M,50-64,Divorced,High School,Brasov,Digital,Self-service,Standard,2019-10-05,2024-01-01,9999-12-31
CV01861-01,CL01861,F,50-64,Married,High School,Constanta,Branch,Assisted,Standard,2020-05-19,2024-01-01,2024-06-30
CV01861-02,CL01861,F,50-64,Married,High School,Constanta,Branch,Assisted,Premium,2020-05-19,2024-07-01,9999-12-31
CV01862-01,CL01862,M,50-64,Married,Post-secondary,Cluj,Digital,Self-service,Premium,2020-10-10,2024-01-01,9999-12-31
CV01863-01,CL01863,M,35-49,Married,Post-secondary,Brasov,Branch,Assisted,Standard,2023-05-17,2024-01-01,9999-12-31
CV01864-01,CL01864,F,50-64,Married,Master,Bucuresti,Branch,Assisted,Standard,2022-01-07,2024-01-01,9999-12-31
CV01865-01,CL01865,F,50-64,Divorced,High School,Prahova,Branch,Assisted,Premium,2020-05-27,2024-01-01,9999-12-31
CV01866-01,CL01866,M,25-34,Single,Master,Sibiu,Digital,Self-service,Standard,2020-08-15,2024-01-01,9999-12-31
CV01867-01,CL01867,F,25-34,Married,High School,Constanta,Digital,Self-service,Premium,2023-05-04,2024-01-01,2024-06-30
CV01867-02,CL01867,F,25-34,Married,High School,Constanta,Digital,Self-service,Standard,2023-05-04,2024-07-01,9999-12-31
CV01868-01,CL01868,M,65+,Divorced,High School,Cluj,Branch,Assisted,Premium,2022-06-19,2024-01-01,2024-06-30
CV01868-02,CL01868,M,65+,Divorced,High School,Cluj,Digital,Self-service,Premium,2022-06-19,2024-07-01,9999-12-31
CV01869-01,CL01869,M,35-49,Divorced,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-09-27,2024-01-01,9999-12-31
CV01870-01,CL01870,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2020-01-28,2024-01-01,2024-06-30
CV01870-02,CL01870,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2020-01-28,2024-07-01,9999-12-31
CV01871-01,CL01871,F,25-34,Single,Bachelor,Timis,Digital,Self-service,Standard,2020-08-19,2024-01-01,2024-06-30
CV01871-02,CL01871,F,25-34,Single,Bachelor,Timis,Digital,Self-service,Premium,2020-08-19,2024-07-01,9999-12-31
CV01872-01,CL01872,M,25-34,Single,High School,Bucuresti,Digital,Self-service,Standard,2021-02-01,2024-01-01,9999-12-31
CV01873-01,CL01873,M,50-64,Married,Bachelor,Dolj,Branch,Assisted,Standard,2022-09-25,2024-01-01,9999-12-31
CV01874-01,CL01874,F,35-49,Married,Master,Prahova,Branch,Assisted,Standard,2021-06-28,2024-01-01,9999-12-31
CV01875-01,CL01875,M,25-34,Single,High School,Bucuresti,Digital,Self-service,Standard,2018-02-28,2024-01-01,9999-12-31
CV01876-01,CL01876,M,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-12-14,2024-01-01,9999-12-31
CV01877-01,CL01877,F,25-34,Married,High School,Sibiu,Digital,Self-service,Standard,2018-11-21,2024-01-01,9999-12-31
CV01878-01,CL01878,F,25-34,Single,Bachelor,Brasov,Digital,Self-service,Premium,2022-09-20,2024-01-01,9999-12-31
CV01879-01,CL01879,M,35-49,Single,Bachelor,Galati,Digital,Self-service,Standard,2022-04-01,2024-01-01,9999-12-31
CV01880-01,CL01880,M,35-49,Divorced,Bachelor,Timis,Branch,Assisted,Standard,2023-11-14,2024-01-01,2024-06-30
CV01880-02,CL01880,M,35-49,Divorced,Bachelor,Timis,Branch,Assisted,Premium,2023-11-14,2024-07-01,9999-12-31
CV01881-01,CL01881,M,50-64,Single,Bachelor,Prahova,Digital,Self-service,Standard,2019-12-31,2024-01-01,9999-12-31
CV01882-01,CL01882,F,50-64,Married,Post-secondary,Sibiu,Branch,Assisted,Premium,2021-02-08,2024-01-01,2024-06-30
CV01882-02,CL01882,F,50-64,Married,Post-secondary,Sibiu,Digital,Self-service,Premium,2021-02-08,2024-07-01,9999-12-31
CV01883-01,CL01883,M,50-64,Married,High School,Iasi,Digital,Self-service,Standard,2019-06-22,2024-01-01,9999-12-31
CV01884-01,CL01884,M,25-34,Single,Master,Constanta,Digital,Self-service,Premium,2021-11-29,2024-01-01,9999-12-31
CV01885-01,CL01885,F,18-24,Single,Post-secondary,Galati,Digital,Self-service,Standard,2022-08-19,2024-01-01,9999-12-31
CV01886-01,CL01886,F,50-64,Divorced,Post-secondary,Prahova,Branch,Assisted,Standard,2020-12-04,2024-01-01,2024-06-30
CV01886-02,CL01886,F,50-64,Divorced,Post-secondary,Prahova,Branch,Assisted,Premium,2020-12-04,2024-07-01,9999-12-31
CV01887-01,CL01887,M,35-49,Single,Post-secondary,Bucuresti,Digital,Self-service,Premium,2019-05-27,2024-01-01,9999-12-31
CV01888-01,CL01888,M,18-24,Single,Post-secondary,Bucuresti,Digital,Self-service,Standard,2023-07-23,2024-01-01,9999-12-31
CV01889-01,CL01889,M,35-49,Married,Post-secondary,Bucuresti,Branch,Assisted,Standard,2020-03-18,2024-01-01,9999-12-31
CV01890-01,CL01890,F,50-64,Married,Doctorate,Brasov,Digital,Self-service,Standard,2018-06-05,2024-01-01,2024-06-30
CV01890-02,CL01890,F,50-64,Married,Doctorate,Brasov,Digital,Self-service,Premium,2018-06-05,2024-07-01,9999-12-31
CV01891-01,CL01891,F,50-64,Married,Bachelor,Constanta,Digital,Self-service,Standard,2019-01-13,2024-01-01,9999-12-31
CV01892-01,CL01892,M,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-04-09,2024-01-01,9999-12-31
CV01893-01,CL01893,F,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2020-01-19,2024-01-01,9999-12-31
CV01894-01,CL01894,M,18-24,Single,High School,Brasov,Digital,Self-service,Standard,2019-03-08,2024-01-01,9999-12-31
CV01895-01,CL01895,M,25-34,Single,Post-secondary,Constanta,Digital,Self-service,Standard,2021-07-24,2024-01-01,9999-12-31
CV01896-01,CL01896,M,25-34,Single,Post-secondary,Prahova,Digital,Self-service,Standard,2021-02-15,2024-01-01,9999-12-31
CV01897-01,CL01897,F,50-64,Divorced,Master,Sibiu,Branch,Assisted,Standard,2019-08-23,2024-01-01,9999-12-31
CV01898-01,CL01898,M,35-49,Married,High School,Bucuresti,Branch,Assisted,Premium,2018-09-24,2024-01-01,9999-12-31
CV01899-01,CL01899,M,35-49,Single,Bachelor,Timis,Digital,Self-service,Standard,2020-03-07,2024-01-01,2024-06-30
CV01899-02,CL01899,M,35-49,Single,Bachelor,Timis,Digital,Self-service,Standard,2020-03-07,2024-07-01,9999-12-31
CV01900-01,CL01900,M,65+,Married,Bachelor,Constanta,Branch,Assisted,Standard,2018-10-21,2024-01-01,9999-12-31
CV01901-01,CL01901,M,25-34,Single,Post-secondary,Galati,Digital,Self-service,Standard,2021-11-04,2024-01-01,2024-06-30
CV01901-02,CL01901,M,25-34,Single,Post-secondary,Galati,Digital,Self-service,Premium,2021-11-04,2024-07-01,9999-12-31
CV01902-01,CL01902,M,35-49,Divorced,Master,Timis,Digital,Self-service,Standard,2018-02-12,2024-01-01,9999-12-31
CV01903-01,CL01903,M,50-64,Divorced,Bachelor,Bucuresti,Branch,Assisted,Standard,2022-01-15,2024-01-01,9999-12-31
CV01904-01,CL01904,M,25-34,Single,Master,Dolj,Digital,Self-service,Standard,2023-07-20,2024-01-01,9999-12-31
CV01905-01,CL01905,M,50-64,Single,Post-secondary,Bucuresti,Branch,Assisted,Premium,2020-01-21,2024-01-01,9999-12-31
CV01906-01,CL01906,M,35-49,Single,Bachelor,Timis,Digital,Self-service,Standard,2020-06-27,2024-01-01,9999-12-31
CV01907-01,CL01907,M,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-11-04,2024-01-01,9999-12-31
CV01908-01,CL01908,M,35-49,Divorced,Bachelor,Bucuresti,Branch,Assisted,Premium,2020-09-26,2024-01-01,9999-12-31
CV01909-01,CL01909,M,50-64,Divorced,Bachelor,Timis,Branch,Assisted,Standard,2021-05-02,2024-01-01,2024-06-30
CV01909-02,CL01909,M,50-64,Divorced,Bachelor,Timis,Branch,Assisted,Premium,2021-05-02,2024-07-01,9999-12-31
CV01910-01,CL01910,M,25-34,Single,High School,Iasi,Branch,Assisted,Standard,2022-10-28,2024-01-01,9999-12-31
CV01911-01,CL01911,M,50-64,Married,Post-secondary,Constanta,Branch,Assisted,Premium,2023-06-04,2024-01-01,9999-12-31
CV01912-01,CL01912,F,35-49,Married,Master,Timis,Branch,Assisted,Standard,2020-04-20,2024-01-01,9999-12-31
CV01913-01,CL01913,M,35-49,Married,Post-secondary,Timis,Digital,Self-service,Standard,2020-08-28,2024-01-01,9999-12-31
CV01914-01,CL01914,F,65+,Divorced,Bachelor,Sibiu,Branch,Assisted,Standard,2020-11-24,2024-01-01,9999-12-31
CV01915-01,CL01915,F,35-49,Single,Bachelor,Cluj,Digital,Self-service,Standard,2020-09-15,2024-01-01,2024-06-30
CV01915-02,CL01915,F,35-49,Single,Bachelor,Cluj,Digital,Self-service,Premium,2020-09-15,2024-07-01,9999-12-31
CV01916-01,CL01916,M,25-34,Married,Bachelor,Brasov,Branch,Assisted,Premium,2021-01-18,2024-01-01,9999-12-31
CV01917-01,CL01917,F,50-64,Married,High School,Timis,Branch,Assisted,Premium,2020-03-24,2024-01-01,9999-12-31
CV01918-01,CL01918,M,35-49,Single,High School,Brasov,Branch,Assisted,Standard,2018-06-06,2024-01-01,2024-06-30
CV01918-02,CL01918,M,35-49,Single,High School,Brasov,Branch,Assisted,Premium,2018-06-06,2024-07-01,9999-12-31
CV01919-01,CL01919,F,35-49,Married,Master,Bucuresti,Branch,Assisted,Standard,2021-11-01,2024-01-01,9999-12-31
CV01920-01,CL01920,F,50-64,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2022-04-10,2024-01-01,9999-12-31
CV01921-01,CL01921,M,18-24,Single,Bachelor,Iasi,Digital,Self-service,Standard,2020-11-14,2024-01-01,9999-12-31
CV01922-01,CL01922,M,35-49,Divorced,Master,Sibiu,Digital,Self-service,Standard,2022-11-17,2024-01-01,9999-12-31
CV01923-01,CL01923,F,35-49,Married,Master,Bucuresti,Branch,Assisted,Premium,2021-05-25,2024-01-01,9999-12-31
CV01924-01,CL01924,M,50-64,Married,High School,Brasov,Branch,Assisted,Premium,2022-03-18,2024-01-01,2024-06-30
CV01924-02,CL01924,M,50-64,Married,High School,Brasov,Digital,Self-service,Premium,2022-03-18,2024-07-01,9999-12-31
CV01925-01,CL01925,F,35-49,Married,Bachelor,Constanta,Digital,Self-service,Standard,2021-08-06,2024-01-01,2024-06-30
CV01925-02,CL01925,F,35-49,Married,Bachelor,Constanta,Digital,Self-service,Standard,2021-08-06,2024-07-01,9999-12-31
CV01926-01,CL01926,M,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Premium,2020-05-11,2024-01-01,9999-12-31
CV01927-01,CL01927,F,35-49,Married,Bachelor,Dolj,Digital,Self-service,Standard,2022-01-19,2024-01-01,2024-06-30
CV01927-02,CL01927,F,35-49,Married,Bachelor,Dolj,Digital,Self-service,Standard,2022-01-19,2024-07-01,9999-12-31
CV01928-01,CL01928,F,50-64,Married,Master,Cluj,Digital,Self-service,Standard,2020-03-20,2024-01-01,9999-12-31
CV01929-01,CL01929,F,50-64,Married,Bachelor,Prahova,Branch,Assisted,Standard,2020-05-02,2024-01-01,9999-12-31
CV01930-01,CL01930,F,50-64,Divorced,Post-secondary,Constanta,Branch,Assisted,Premium,2022-07-15,2024-01-01,9999-12-31
CV01931-01,CL01931,F,25-34,Single,Master,Galati,Branch,Assisted,Standard,2020-01-19,2024-01-01,9999-12-31
CV01932-01,CL01932,F,35-49,Single,Post-secondary,Prahova,Branch,Assisted,Premium,2022-02-18,2024-01-01,9999-12-31
CV01933-01,CL01933,M,35-49,Married,High School,Constanta,Digital,Self-service,Premium,2021-04-29,2024-01-01,9999-12-31
CV01934-01,CL01934,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2019-08-24,2024-01-01,9999-12-31
CV01935-01,CL01935,F,35-49,Married,Bachelor,Prahova,Branch,Assisted,Standard,2018-03-12,2024-01-01,9999-12-31
CV01936-01,CL01936,F,35-49,Divorced,Master,Sibiu,Digital,Self-service,Premium,2021-01-17,2024-01-01,9999-12-31
CV01937-01,CL01937,F,18-24,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-10-24,2024-01-01,9999-12-31
CV01938-01,CL01938,F,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2021-04-03,2024-01-01,9999-12-31
CV01939-01,CL01939,F,35-49,Single,Post-secondary,Cluj,Branch,Assisted,Standard,2018-03-08,2024-01-01,2024-06-30
CV01939-02,CL01939,F,35-49,Single,Post-secondary,Cluj,Branch,Assisted,Premium,2018-03-08,2024-07-01,9999-12-31
CV01940-01,CL01940,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Premium,2022-08-27,2024-01-01,9999-12-31
CV01941-01,CL01941,M,50-64,Married,High School,Cluj,Digital,Self-service,Standard,2018-01-01,2024-01-01,9999-12-31
CV01942-01,CL01942,M,50-64,Married,High School,Prahova,Digital,Self-service,Standard,2021-08-31,2024-01-01,9999-12-31
CV01943-01,CL01943,F,25-34,Single,Master,Sibiu,Digital,Self-service,Standard,2022-02-18,2024-01-01,9999-12-31
CV01944-01,CL01944,F,35-49,Single,Bachelor,Brasov,Digital,Self-service,Premium,2022-03-12,2024-01-01,9999-12-31
CV01945-01,CL01945,F,50-64,Married,High School,Brasov,Branch,Assisted,Premium,2021-05-23,2024-01-01,2024-06-30
CV01945-02,CL01945,F,50-64,Married,High School,Brasov,Digital,Self-service,Premium,2021-05-23,2024-07-01,9999-12-31
CV01946-01,CL01946,F,35-49,Divorced,High School,Sibiu,Digital,Self-service,Standard,2018-04-19,2024-01-01,9999-12-31
CV01947-01,CL01947,M,50-64,Married,High School,Iasi,Digital,Self-service,Standard,2020-08-31,2024-01-01,9999-12-31
CV01948-01,CL01948,F,35-49,Single,Master,Constanta,Digital,Self-service,Standard,2018-12-20,2024-01-01,9999-12-31
CV01949-01,CL01949,F,25-34,Single,Bachelor,Prahova,Branch,Assisted,Standard,2023-07-14,2024-01-01,9999-12-31
CV01950-01,CL01950,F,35-49,Married,High School,Dolj,Digital,Self-service,Standard,2019-01-08,2024-01-01,9999-12-31
CV01951-01,CL01951,F,35-49,Single,Post-secondary,Timis,Digital,Self-service,Standard,2020-01-24,2024-01-01,9999-12-31
CV01952-01,CL01952,M,25-34,Married,Bachelor,Brasov,Digital,Self-service,Standard,2023-07-02,2024-01-01,9999-12-31
CV01953-01,CL01953,F,25-34,Married,High School,Bucuresti,Branch,Assisted,Standard,2021-03-03,2024-01-01,9999-12-31
CV01954-01,CL01954,F,35-49,Divorced,Post-secondary,Timis,Digital,Self-service,Standard,2020-03-03,2024-01-01,9999-12-31
CV01955-01,CL01955,M,18-24,Single,High School,Cluj,Branch,Assisted,Standard,2018-03-02,2024-01-01,9999-12-31
CV01956-01,CL01956,F,25-34,Married,Bachelor,Constanta,Digital,Self-service,Standard,2023-08-17,2024-01-01,9999-12-31
CV01957-01,CL01957,F,35-49,Married,High School,Constanta,Digital,Self-service,Standard,2020-01-19,2024-01-01,9999-12-31
CV01958-01,CL01958,M,35-49,Married,High School,Constanta,Digital,Self-service,Standard,2023-09-13,2024-01-01,9999-12-31
CV01959-01,CL01959,F,50-64,Married,High School,Sibiu,Digital,Self-service,Standard,2021-06-06,2024-01-01,9999-12-31
CV01960-01,CL01960,F,50-64,Married,High School,Timis,Digital,Self-service,Standard,2019-11-03,2024-01-01,9999-12-31
